ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
12392,230000,2,2,1,37,2,2,2,0,0,0,72514,74421,71201,72029,71923,72020,5118,0,4000,2607,2732,2482,1
12394,30000,1,1,2,30,0,0,0,0,0,0,29965,28841,28278,28770,29432,28949,2000,1700,2008,2000,7600,2000,0
12395,20000,1,3,2,45,1,2,2,2,2,2,15748,16497,16928,17354,16934,18347,1300,1000,1000,0,1700,600,1
12399,4.00E+05,2,1,2,29,1,2,0,0,0,0,77970,70557,71867,72137,72955,76467,0,3200,2750,3000,5800,2800,0
12400,130000,2,3,1,36,-1,-1,-1,-1,-1,-1,2342,2951,596,1520,700,3688,2951,596,1520,700,3688,2803,0
12406,10000,1,3,2,22,0,0,0,0,0,0,9240,9131,9601,9797,9997,7497,1230,1000,196,200,0,0,0
12415,180000,2,2,1,28,-1,-1,-1,-1,-1,-1,1206,661,1503,1379,1216,1440,661,1512,1379,1216,1440,316,0
12417,60000,1,2,2,27,1,2,2,2,2,2,10401,11770,10957,11480,10851,11365,2000,0,1000,0,1000,0,1
12418,50000,1,2,2,25,-1,-1,-1,-1,-1,-1,1355,1355,1386,1442,3798,1599,1355,1386,1442,3798,1599,1694,0
12420,130000,2,1,2,29,0,0,0,0,0,0,41224,45136,48970,52740,56467,60119,4500,4500,4500,4500,4500,4500,0
12424,110000,2,2,1,25,1,2,2,2,2,0,102884,100388,104529,81319,76549,77433,0,6000,4000,0,4000,2730,0
12426,140000,2,2,2,26,0,0,-1,-1,-1,0,8178,3776,3776,3776,4173,4287,1000,3776,3776,4173,1000,5049,0
12427,30000,2,2,2,24,-1,0,0,0,0,0,20069,21148,22185,22551,23223,24837,1700,1700,1000,1000,2000,1400,0
12436,280000,2,1,2,28,0,-1,-1,-1,-1,-1,7370,3395,1860,2368,3343,5110,3420,1865,2375,3353,5124,9028,1
12437,50000,1,1,1,47,0,0,0,0,0,0,11066,15539,17274,19975,23632,25242,5000,2000,3000,4000,2000,0,0
12438,20000,1,1,2,23,0,0,0,0,0,0,18311,19598,20154,20132,20129,20226,2000,1307,701,717,834,674,0
12439,160000,2,1,2,33,-1,-1,-1,-1,-1,-1,5256,3290,1140,559,2065,450,3290,1140,559,2065,450,825,0
12441,150000,1,3,1,49,0,0,0,0,0,0,32866,37293,36772,4521,6452,6742,5028,3000,3000,2000,378,3306,0
12443,5.00E+05,1,3,2,51,-1,-1,-1,-1,-1,-1,2362,575,360,964,957,176,575,361,978,958,176,310,0
12446,430000,2,2,1,28,0,0,0,0,0,0,25968,22938,18753,14734,17572,18784,1313,5002,1000,5000,5000,2000,0
12448,1.00E+05,2,2,2,28,2,0,0,0,0,0,95197,87478,89245,90247,91979,94450,4050,4114,3379,3338,4000,5373,0
12449,30000,1,1,2,30,0,0,2,0,0,0,13216,15003,15461,16204,16642,17067,2000,1000,1000,700,700,700,0
12451,40000,2,1,2,24,0,0,0,2,2,0,29782,32298,34610,35326,23489,11762,3000,3000,1500,0,1000,500,1
12453,140000,1,1,2,27,-1,-1,-1,-1,-1,-1,776,0,776,380,1157,768,0,1552,380,1157,783,388,0
12454,60000,2,2,2,22,1,2,2,0,0,0,52126,52707,47939,29351,28128,27811,2030,0,1014,1001,1020,1142,1
12458,30000,1,1,2,23,0,0,0,0,0,0,30235,28246,30395,29962,30360,29899,3000,3000,2468,1700,2500,1046,0
12469,80000,1,2,2,23,2,2,0,0,0,0,71528,69817,70719,39288,40500,41668,0,2131,2000,2000,2000,3000,0
12470,250000,2,2,1,36,0,0,0,0,0,0,126751,129559,132714,135829,138959,140779,4559,5000,5000,5000,3779,4709,0
12471,60000,2,1,2,27,1,2,2,0,0,0,7169,8396,8113,8971,10824,11646,1500,0,1000,2000,1000,1500,0
12476,240000,2,1,2,30,0,0,0,0,0,0,12876,4420,4508,8064,4520,4476,1905,3632,7100,0,3500,3600,0
12479,20000,1,3,2,25,0,0,0,0,0,0,13701,14413,15781,15939,16271,16590,1241,1609,717,738,740,789,0
12482,80000,2,3,2,26,2,2,2,2,2,0,41586,44690,43671,49683,48757,49782,3775,0,6768,0,1834,1744,1
12484,360000,2,1,2,28,0,-1,-1,-1,-1,-1,2386,3166,2776,2386,3166,2983,3166,2776,7158,3166,2983,2386,0
12485,70000,1,2,1,24,0,0,0,0,0,0,49169,48960,49864,48481,46946,47958,1840,1744,2001,2000,1800,1706,0
12486,20000,2,2,2,22,0,0,0,0,0,2,16072,17205,17903,18321,19680,18292,1700,1300,700,1643,0,1000,0
12487,2.00E+05,2,3,1,50,0,0,0,0,0,0,141886,141771,141129,134295,135962,112870,7000,8000,4100,4200,4300,4500,0
12492,30000,2,2,1,25,-1,2,2,0,0,0,30119,31240,30311,30270,28958,30974,1900,0,957,7000,4530,0,0
12493,20000,2,3,1,33,0,0,0,0,0,0,2909,3537,4120,3802,3484,3152,1224,1197,269,269,261,227,0
12497,60000,2,1,2,31,0,-1,2,2,2,2,3610,855,111,411,261,6695,900,0,300,0,6500,0,0
12509,150000,2,1,1,52,-1,3,2,0,0,-1,3391,3227,1129,2034,2140,6731,20,802,1705,1806,6427,16,1
12511,50000,2,2,1,27,0,0,0,0,0,0,43583,35245,27520,25928,26470,27077,3100,1723,1100,1111,1200,1130,0
12512,150000,2,2,2,23,0,0,0,2,0,0,41408,40958,39934,8433,6741,7586,2074,1926,0,408,3000,8275,0
12515,90000,2,2,2,29,0,0,0,0,0,0,89068,83890,77489,46544,48266,49926,4073,5021,3000,3000,3000,2000,0
12516,30000,1,2,2,28,-1,0,0,0,-1,-1,27368,23023,27428,28720,780,0,3000,5000,2000,780,0,0,1
12517,50000,2,3,2,50,0,0,2,0,0,0,47405,50138,25768,26142,26771,27175,4130,0,1100,1200,1000,1100,1
12519,390000,1,1,2,26,2,0,0,0,0,0,112320,106156,95039,85806,76981,69641,5073,3950,2627,2044,2344,3036,1
12520,1.00E+05,2,2,2,27,2,3,3,2,2,3,97156,97634,96461,96975,101280,101935,2900,1300,3000,5450,2000,0,1
12522,230000,2,2,2,41,0,0,0,0,0,0,38975,35294,39295,38459,40242,42495,5000,5000,5000,3000,5000,3000,0
12523,20000,2,2,1,48,0,0,2,2,2,2,11492,15791,15806,29542,15484,15046,4500,550,0,1445,0,400,0
12524,180000,1,1,2,40,0,0,0,0,-1,-1,123705,126429,20650,7751,1630,0,6019,1074,2038,819,0,0,0
12529,250000,2,1,1,37,0,0,0,0,0,0,13504,13486,14261,7019,7062,7242,1267,1310,232,238,279,122,0
12535,210000,2,2,1,34,0,0,0,0,0,0,140272,115922,105875,97873,90872,72969,6018,6029,3000,3500,3000,3000,0
12536,20000,1,2,2,28,0,0,0,2,2,2,6866,8246,10101,9790,10632,10312,1500,2000,0,1000,0,1000,0
12538,50000,1,1,2,23,0,0,0,0,2,0,51175,47514,23927,20162,19342,18347,2500,2280,2157,0,660,638,0
12539,210000,2,2,1,47,0,0,0,0,0,0,17952,18894,20296,21704,24086,26414,1500,2000,2000,3000,3000,1000,0
12541,130000,1,1,2,37,0,0,0,0,0,0,109383,106149,44841,45451,46564,47516,5300,1700,1300,1500,1500,1400,0
12558,20000,2,1,2,23,0,0,0,0,0,0,16841,17676,18804,19037,20137,20160,1642,2000,1000,1730,587,208,0
12561,2.00E+05,2,3,2,25,-1,-1,-1,0,-1,-1,1676,3122,2991,390,1211,390,4595,2991,0,1211,390,1112,0
12563,270000,2,3,1,37,-1,-1,-1,-1,-1,-1,384,2197,186,0,173,0,2197,186,0,173,0,433,1
12564,3.00E+05,2,1,2,31,0,0,0,-1,-1,-1,11158,1616,3658,658,662,0,1000,2700,658,662,0,0,0
12570,130000,1,2,1,49,0,0,0,0,0,0,130558,131939,100513,35288,34359,33488,5311,2502,1512,1612,2000,1000,0
12571,120000,2,1,2,27,-1,-1,-1,-1,-1,-1,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,0
12577,50000,2,2,2,25,3,2,2,0,0,0,49081,50074,48610,17857,18369,19011,2063,0,800,800,1000,1000,1
12578,120000,2,2,1,44,0,0,0,0,0,0,16407,17433,18444,18810,19218,21385,1296,1307,673,711,2500,793,0
12581,10000,1,2,2,25,-1,2,0,0,-1,-1,7786,8512,9290,9480,388,10000,1000,1000,190,388,10000,0,0
12582,160000,2,3,1,39,0,0,0,0,0,0,40892,42416,43367,44344,45486,50520,2500,3000,2000,1856,6000,2000,0
12588,10000,1,2,2,27,2,2,2,0,0,2,6743,9060,8768,9465,10212,10198,2600,0,1000,900,300,0,1
12591,80000,2,2,1,44,0,0,-1,-1,-1,-1,1719,1732,1250,175,175,175,1000,1250,175,175,175,175,0
12593,70000,2,2,1,27,3,2,3,2,0,0,70084,71379,69264,26547,24173,24620,3000,0,0,2000,1000,1000,1
12595,80000,1,2,1,41,0,0,0,0,0,0,12781,9994,10704,9201,6275,2678,2000,4000,1000,1000,1000,1000,0
12596,30000,1,3,2,38,0,0,0,0,0,0,14095,15117,16130,16462,16808,17140,1255,1268,600,611,612,1000,0
12598,150000,2,2,1,30,-1,-1,2,-1,-1,-1,696,1392,696,696,873,1392,1392,0,696,873,1392,696,1
12603,70000,2,2,2,23,0,0,0,0,0,0,54428,25085,25282,21858,19171,8443,2002,1819,509,539,2000,1000,0
12605,10000,2,3,2,22,1,2,0,0,2,0,8846,8560,9706,10406,10109,10057,0,1300,1000,0,1000,1000,0
12606,60000,1,3,2,29,0,0,0,0,0,0,4262,11674,6281,7920,8472,8735,7662,1269,1908,1000,727,0,0
12608,50000,2,2,2,29,0,0,0,0,0,0,9730,9067,9816,9889,8765,9136,1500,1091,1000,1000,1000,2000,0
12610,50000,2,1,1,54,2,2,2,0,0,0,47927,50421,17637,17680,18091,18750,4090,0,633,696,1000,1000,1
12612,80000,1,2,2,36,0,0,0,0,0,0,75345,77112,78707,38084,38910,39691,4419,4000,2000,2000,2000,3232,0
12613,50000,1,2,2,47,0,0,0,0,0,0,37486,35996,36679,16707,17057,17423,1800,2021,650,619,650,1000,0
12618,80000,2,3,2,24,0,0,0,0,0,0,80235,81960,79121,59165,60084,59920,3626,3862,2056,2200,2130,2213,0
12619,150000,2,2,2,38,-1,-1,-1,0,0,0,5219,0,5200,1561,1633,230,0,5200,0,72,460,4487,0
12625,170000,2,2,2,27,0,0,0,0,0,0,64195,66163,67856,38803,40259,41541,3000,3000,2308,3000,3000,1800,0
12626,2.00E+05,2,1,2,26,0,0,0,0,0,0,118267,103114,85698,64423,49432,34814,3263,5114,1613,1402,3055,7043,0
12627,80000,1,3,1,55,0,0,0,0,0,0,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,0
12630,10000,1,2,2,36,0,0,2,0,0,0,6672,8405,8869,8901,9838,6771,2000,800,240,1000,771,1100,0
12631,80000,2,2,2,27,0,0,0,0,0,0,64561,47041,25439,26140,28833,28459,2176,1299,1000,3000,981,2000,0
12632,60000,2,2,3,28,0,0,0,0,0,0,34580,15924,18124,28644,18656,15952,1300,2500,1000,1688,1000,1000,0
12634,20000,1,1,1,54,0,0,0,0,0,0,10618,12135,16878,19624,20036,18309,2000,5000,3000,689,1000,2000,0
12638,1.00E+05,1,1,3,48,-1,-1,-1,0,0,-1,525,1022,897,897,319,2757,1100,1000,0,0,2800,5400,1
12641,20000,1,2,2,24,0,0,0,0,0,0,16793,18215,18679,16264,17119,10550,1700,1150,467,1000,1200,400,0
12651,5.00E+05,2,1,1,38,0,0,0,0,0,0,105587,105478,100026,86265,67539,53676,3627,3059,2670,2331,2406,1645,0
12655,110000,2,3,2,33,0,0,0,0,0,0,110704,55885,56779,56580,57509,58715,2056,2100,2100,2076,2400,2100,0
12658,290000,1,2,1,38,0,0,0,0,0,0,118801,99370,84836,82168,80299,77324,3530,3019,2818,3000,3199,2350,0
12662,80000,1,2,2,27,0,0,0,0,0,0,38220,33962,31297,27679,7689,8802,3000,1000,730,2015,1000,2000,0
12663,50000,1,2,1,38,0,0,0,0,0,0,50748,48626,20712,17834,18248,19390,1500,1200,2500,618,4000,3000,0
12665,50000,2,6,1,45,0,0,0,0,0,0,48984,49878,47024,29194,27146,28506,2000,1500,2000,2000,2000,1500,0
12668,210000,2,1,1,37,0,0,-1,-1,-1,-1,24547,48302,4549,3085,7300,6583,4519,9098,3085,7300,6583,5060,1
12675,50000,2,2,2,30,-1,-1,-1,0,0,-1,1383,1383,4149,2766,1383,1383,1383,4149,0,0,1383,5419,0
12677,2.00E+05,1,3,1,36,0,0,0,2,2,2,25469,26663,28509,27381,29054,28052,2000,3000,0,2500,0,1500,1
12680,150000,2,1,1,35,0,0,0,0,0,0,38484,43489,48194,32264,25579,0,8000,5175,3000,10000,0,0,0
12681,2.00E+05,2,1,2,26,-1,0,-1,0,-1,-1,980,2980,3438,2102,38,0,2000,3438,50,38,0,0,0
12685,170000,2,1,2,30,0,0,0,0,0,0,30552,29342,30544,30477,2609,1359,2500,2500,780,1100,400,918,0
12686,130000,1,2,1,52,0,0,2,2,0,0,82399,89003,90160,87817,89746,98655,7931,3500,0,3499,10648,0,0
12687,180000,2,2,2,28,0,0,0,0,0,0,103203,108032,109741,112907,115924,118832,6500,5000,5000,5000,5000,5000,0
12689,20000,2,3,2,29,-1,2,2,-1,-1,-1,957,738,356,356,4616,728,356,0,356,4616,728,449,0
12692,180000,1,1,1,35,-1,-1,-1,-1,-1,-1,574,396,395,846,1027,381,396,395,848,1027,381,5819,0
12693,120000,1,1,2,27,0,0,0,0,0,0,60109,44206,38083,36728,36952,35475,2415,1816,1381,1264,1228,1217,0
12696,20000,2,3,2,38,-1,-1,2,0,-1,-1,12193,11242,8015,3668,3508,5278,5015,0,0,3508,5278,780,0
12698,30000,2,3,2,25,0,0,0,0,0,0,25366,27626,22034,16312,14614,0,5000,1000,326,292,0,0,0
12699,180000,2,1,2,25,0,-1,2,-1,-1,2,7026,10080,3254,1443,7105,2929,10080,0,1443,7105,0,5253,0
12703,50000,2,2,1,39,0,0,0,0,0,0,30049,30147,28703,28918,29126,28643,1800,1500,1142,1200,1200,1200,0
12706,10000,2,2,2,22,2,0,0,0,0,0,7582,8502,9479,9669,9978,9928,1200,1136,326,444,199,0,1
12712,250000,2,1,1,35,0,0,0,0,0,0,88132,81826,71488,69145,68680,70047,3500,3070,2372,2413,2428,2507,0
12713,360000,1,1,2,33,-1,2,0,0,2,0,5971,5732,6465,9465,9290,4209,0,1000,3000,0,5000,3780,0
12715,150000,1,4,1,41,0,0,0,0,0,0,78354,69250,69790,71535,73131,72502,2507,3001,3001,3013,3133,3000,0
12717,2.00E+05,1,3,2,29,0,0,-1,-1,-1,-1,41151,21132,482,482,462,446,1650,482,482,462,466,0,0
12721,20000,1,2,1,32,0,0,0,0,0,0,14662,10305,11127,12928,13721,14492,1500,1300,2000,1000,1000,1000,0
12728,270000,2,1,2,29,0,0,0,0,0,0,125120,102046,91426,93262,96104,98374,4000,2969,3000,4000,3500,3450,0
12731,120000,1,3,1,36,-1,0,0,0,0,0,31218,32319,32687,32972,33559,34604,2000,1600,1200,1500,2000,1500,0
12732,130000,2,1,1,36,2,2,2,2,0,0,65767,74474,78652,76790,78400,79996,9813,6000,0,3001,3058,2866,1
12734,80000,1,2,2,24,0,0,0,0,0,0,35926,32813,22638,18805,6058,0,5041,4238,5051,3118,0,0,0
12737,380000,1,1,1,37,-1,-1,-1,-1,-1,-1,15019,4162,2107,0,1630,0,4472,2107,0,1630,0,0,0
12738,110000,2,1,2,26,0,0,0,0,0,0,58716,50943,46942,47935,49083,49603,2500,2100,2000,2000,2500,2000,0
12743,170000,2,2,2,50,-1,-1,-1,-1,-1,-1,10072,2417,199,1628,0,4968,2417,199,1628,0,4968,0,0
12747,80000,2,3,1,26,0,0,0,0,0,0,46802,33357,32883,29425,30117,30492,1903,1397,5000,1300,1400,1300,0
12748,50000,1,1,2,31,0,0,0,0,0,0,50758,49517,49528,44768,40295,33088,2501,2005,1312,1614,1706,0,0
12750,30000,1,2,1,41,0,0,0,0,0,0,5413,13938,8448,8620,8000,0,9200,1000,172,160,0,0,0
12751,20000,1,3,2,23,1,2,0,0,0,3,14034,13524,14983,16197,18932,18271,0,2000,1780,3000,0,0,1
12754,20000,2,1,2,23,1,-1,0,0,-1,-1,0,342,1342,1372,2037,1068,342,1000,30,2037,1218,462,0
12755,90000,1,3,2,50,0,0,0,0,0,0,76495,71616,60177,54440,45788,41874,3243,2390,1840,1690,1954,1497,0
12758,20000,1,2,2,23,0,0,0,0,0,0,17728,18835,38099,18471,16408,17135,1700,1262,1244,595,1000,1000,0
12761,50000,1,1,2,30,0,0,2,2,2,2,44572,48361,47192,50588,40009,43685,4500,0,4000,0,5000,0,0
12766,360000,2,2,1,27,0,0,0,-1,-1,-1,6449,3885,3113,1347,2179,5575,1108,1024,1353,2188,5602,776,1
12773,70000,2,2,2,36,-1,2,2,2,2,2,1156,2254,2044,4152,3023,4014,2044,0,4000,0,2000,0,1
12775,20000,2,2,2,23,2,2,2,2,4,3,18495,20194,18880,22215,20638,19342,3000,0,4613,0,0,0,1
12776,170000,2,2,1,42,-1,-1,-1,-1,-1,-1,415,415,415,415,1215,1390,415,415,415,1215,1390,1215,0
12778,90000,2,3,2,50,0,0,0,0,0,0,83939,86583,87014,46293,47576,46663,4000,2500,2000,2000,2000,2000,0
12783,130000,2,2,1,29,0,0,0,0,0,0,132214,132361,128904,101785,101849,99296,5500,5904,4785,3849,4296,3139,0
12786,240000,2,2,1,40,-1,-1,-1,-1,-1,-1,4480,1725,10062,8662,4566,3915,1735,10096,8675,4566,3927,2529,0
12791,180000,1,2,1,44,-1,-1,-1,-1,-1,-1,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,0
12792,50000,2,2,2,22,0,0,0,0,0,0,44320,45884,47104,48205,17555,7809,2280,2500,1401,0,3000,2110,0
12793,50000,2,3,1,55,0,0,0,0,0,2,46731,47439,41493,19129,20561,20083,1810,1614,700,1745,0,1000,0
12797,20000,1,3,2,28,1,2,0,0,0,0,5653,5419,6365,6608,7001,7233,0,1200,350,500,500,300,1
12799,1.00E+05,2,1,2,30,1,2,0,0,0,0,105033,102513,100693,71253,70206,71060,0,3509,3047,3500,3000,2500,0
12801,10000,1,3,2,36,0,0,0,0,2,0,6470,7404,8415,9075,8785,8959,1200,1440,800,0,320,900,1
12808,2.00E+05,2,2,2,36,0,0,0,0,0,0,131694,122349,112715,102542,92335,81667,4269,3891,3488,3250,2755,2530,0
12809,190000,2,1,1,45,1,2,0,0,0,0,75758,73989,75760,76899,78761,80883,0,3600,3000,3100,3600,3500,0
12813,130000,2,2,2,29,1,3,2,2,2,2,129094,125616,126531,127571,121365,125368,0,4500,4500,900,7200,4980,1
12816,20000,1,2,2,22,0,0,0,0,0,0,19844,19929,18775,13854,10718,0,1369,1162,524,606,0,0,0
12820,50000,2,2,3,47,2,2,2,2,2,0,37277,38383,38954,39618,38852,39553,2000,1500,1600,0,1500,3000,0
12825,50000,1,2,1,36,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
12826,320000,1,1,1,58,-1,2,-1,0,0,-1,380,64,948,632,316,316,0,1200,0,0,316,316,0
12827,50000,2,3,1,59,1,2,0,0,0,0,44977,43981,44996,45736,46748,47816,0,2045,1785,1900,2000,2210,0
12832,20000,1,2,2,24,2,0,0,2,2,2,4127,5557,7458,7192,7923,7647,1500,2000,0,1000,0,1000,1
12835,40000,1,2,2,26,1,2,2,2,2,2,11318,10845,12655,12156,20897,20411,0,2000,0,9000,0,1850,1
12837,190000,1,1,1,55,-1,-1,-1,-1,-1,-1,5928,9770,8032,30,240,540,9770,8034,0,600,690,742,0
12840,240000,2,2,1,32,0,0,0,0,0,0,53286,16920,12869,14497,12262,8331,8000,1500,5000,1000,3000,2666,0
12841,60000,2,2,1,33,2,0,0,0,0,0,60099,60983,55595,54940,47959,29763,2500,2006,5000,2000,2000,0,1
12845,2.00E+05,1,1,1,30,0,0,0,0,0,0,182338,123079,124075,99440,104685,54038,4653,5000,5000,6000,5000,10000,0
12846,90000,1,2,1,42,2,2,2,2,2,0,95773,95489,94681,93965,90545,90529,4000,3500,3500,0,3500,4200,0
12848,350000,2,2,1,38,-1,-1,-1,-1,-1,-1,4482,4985,4322,4992,4295,5952,4998,4333,5005,4305,5963,6015,0
12849,30000,2,3,1,51,0,0,0,0,0,0,17454,18964,20442,21592,23079,24529,1800,1800,1801,2001,2000,2001,0
12851,160000,1,2,2,24,-1,0,0,-1,0,0,4449,5316,5711,6003,3527,127,1283,3008,6023,71,0,0,0
12852,2.00E+05,1,2,2,40,0,0,0,0,0,2,16816,17852,18562,18965,24424,23883,1610,1310,713,5800,0,3000,0
12857,120000,2,1,2,27,-1,2,-1,0,-1,-1,6553,2752,10834,2016,3589,1569,0,10834,280,3589,1569,2527,0
12859,20000,1,1,2,22,-1,0,0,0,0,0,7268,12946,8811,9638,11740,11047,11500,6074,9000,5000,6047,1000,0
12860,170000,1,1,1,41,0,0,0,0,0,0,149941,68912,72741,76149,84474,92400,3200,6000,5000,10000,10000,780,0
12865,260000,2,3,2,38,0,0,0,0,0,0,30845,20395,17902,18258,18640,18956,1275,1279,635,657,669,668,0
12867,20000,2,2,2,25,0,0,0,0,0,0,20195,19638,17198,14253,18475,13878,1376,1121,460,6000,624,2000,0
12869,80000,1,2,2,25,0,0,0,0,0,-1,45113,26796,19100,14600,9000,2000,1456,1200,0,0,2000,5500,0
12873,50000,2,1,1,34,0,0,0,0,0,0,42980,44015,45284,46186,47440,48453,1731,2000,1655,2000,1800,2000,0
12875,170000,2,2,1,38,0,0,0,0,0,0,146518,142954,134372,84558,86538,88299,7031,6026,3200,3500,3200,4000,0
12877,20000,2,3,2,28,1,3,6,5,4,3,19109,23788,23154,22520,21596,20962,5000,0,0,0,0,0,1
12881,130000,2,1,2,27,0,0,0,0,0,-1,26868,28429,29710,34310,21900,780,2000,2000,5000,438,780,0,0
12882,70000,2,3,2,40,0,0,2,0,0,0,12924,14615,14692,14784,15175,16360,2600,1000,1000,1000,2000,2000,0
12890,260000,1,2,2,44,0,0,0,0,0,0,99176,63497,51524,52681,53852,55967,2259,2000,2000,2000,3000,1681,0
12893,130000,2,2,1,36,1,2,0,0,0,0,98469,96054,97910,96744,97444,95630,0,4400,4000,3500,3600,10000,0
12894,320000,2,2,1,39,0,0,0,0,0,0,147440,137938,131816,120761,120375,120897,5009,6125,4001,4013,5000,4015,0
12896,50000,2,2,2,25,0,0,0,0,0,0,50485,50397,49167,45077,36815,38203,2000,3045,1660,1500,2000,10000,0
12898,20000,2,2,2,22,2,0,0,0,3,2,6643,7872,9077,10989,10529,10213,1500,1500,2225,0,0,202,1
12899,50000,1,2,2,31,2,0,0,0,-1,-1,49804,28662,29476,4011,1000,0,2000,1500,1000,1000,0,0,0
12905,50000,1,2,1,29,3,2,2,0,0,0,32750,33532,32597,19576,19034,19525,1600,7,900,700,800,800,1
12910,260000,2,1,2,31,0,0,0,0,0,0,117271,121442,121805,127594,110146,112364,7000,4150,8000,4000,4000,5000,0
12912,130000,1,1,1,39,2,-1,-1,-1,-1,-1,390,390,390,1068,3169,390,390,390,1068,3169,390,390,0
12913,50000,2,2,2,29,1,2,2,2,0,0,46376,45354,49086,48027,49037,48032,0,4500,0,1751,1736,2971,1
12914,120000,2,2,1,29,1,2,0,0,0,0,126412,120812,121895,121208,121678,122067,0,4600,4512,4600,4600,5200,1
12916,170000,2,1,2,34,0,0,0,0,0,0,172095,160914,103021,99219,99179,99902,6317,3632,3494,3620,3800,4000,0
12920,130000,2,2,1,39,0,0,0,0,0,0,93797,91523,88331,81192,78774,77117,3339,2892,2733,2752,3159,3000,0
12922,150000,1,2,2,26,2,2,0,0,0,0,37594,30432,20346,19447,8420,8631,0,1150,664,500,500,1000,0
12923,90000,2,2,2,33,2,2,0,0,2,2,61367,59814,61816,65180,63979,63733,0,3000,5010,0,5000,0,1
12926,80000,2,2,1,45,0,0,0,0,0,0,79552,81392,80966,79295,81142,80672,3130,3107,2847,3134,3072,3010,0
12930,210000,1,2,2,37,0,0,0,0,0,0,15637,17560,16765,18641,18654,16229,3017,3023,5014,5012,2012,2010,0
12941,60000,2,3,1,33,0,0,0,0,0,0,57561,57766,49351,28549,29063,28863,2100,3000,1500,1500,1100,1100,0
12944,70000,2,2,2,30,0,0,0,0,0,0,19758,8960,9949,10298,10511,9764,1162,1151,500,513,424,195,0
12947,140000,1,1,2,34,2,2,2,2,2,2,124640,131032,132065,129307,131154,134470,9900,4700,800,4012,9800,1,1
12951,50000,2,2,2,30,-1,-1,-1,-1,-1,-1,4166,2859,1452,1190,543,920,2859,1452,1190,543,920,534,0
12953,40000,2,2,1,23,2,3,2,2,2,0,31772,30983,33168,33527,32854,33947,0,3000,1200,0,1641,1362,0
12959,50000,1,3,2,23,2,0,0,0,0,0,11744,10935,11664,10872,9392,9456,1507,1500,300,500,500,118,1
12964,50000,2,1,2,28,2,0,0,0,0,0,34018,35165,36076,37478,38173,39012,2000,1800,2000,1000,1000,1000,1
12968,50000,1,1,2,35,1,2,0,0,0,0,20579,19948,19521,19247,19816,20015,4,2000,807,1000,1000,681,0
12970,50000,2,1,1,34,0,0,0,0,2,0,49135,49209,36372,30305,29742,30556,1971,2000,3342,0,1400,1000,0
12973,30000,2,2,1,27,2,2,2,2,0,0,19193,20084,20460,19836,20266,21568,1500,1000,0,900,1800,900,1
12976,60000,2,2,2,23,0,0,0,0,0,0,28406,28781,29219,29036,29493,29776,1790,1760,1200,1500,1367,1000,0
12979,1.00E+05,1,2,1,44,0,0,2,0,0,-1,11119,12376,4419,2946,1473,3230,3000,0,0,0,3230,0,0
12983,180000,2,1,2,28,1,2,2,0,0,0,3775,5570,4722,8643,7783,12398,2005,31,5000,1000,5000,5000,0
12984,30000,1,1,2,31,0,0,0,0,0,0,28398,18550,13198,13222,14620,17376,2081,1196,1000,2000,3000,5000,0
12986,150000,1,1,2,36,0,0,0,0,0,0,95716,96181,99933,102278,104710,107148,3226,4959,5000,2790,5083,0,0
12987,80000,1,2,2,26,2,0,0,0,0,0,81268,78311,79915,81371,79916,79227,3450,3508,3405,3359,3108,3400,1
12991,60000,2,3,1,36,1,2,2,2,0,0,57285,61118,61947,60353,4980,2160,5336,2550,16,0,0,0,1
12992,50000,1,1,2,23,0,0,0,0,0,0,29772,17515,10483,4697,4793,4891,1229,1000,94,96,98,2330,0
12993,20000,1,2,2,22,3,2,2,2,0,0,12553,14551,15016,14480,15093,17077,2500,1000,0,1000,2400,0,1
12994,290000,2,1,2,30,-1,-1,-1,-1,-1,-1,560,463,100,0,100,0,463,100,0,100,0,0,0
12996,50000,2,2,2,22,0,0,0,0,0,0,22458,22571,22309,22315,22934,23243,1513,1500,1000,978,839,1800,0
13001,90000,2,3,1,45,1,2,0,0,0,0,83760,80136,76823,47008,32358,33318,0,3365,2051,1200,1500,1500,1
13003,80000,1,1,2,26,0,0,0,0,0,0,67229,24772,20000,20000,20000,0,2089,6000,200,0,0,0,0
13008,60000,2,2,1,41,0,0,0,0,0,0,60255,58374,48442,53444,27705,28291,2000,2500,1000,2400,1200,2000,0
13013,120000,1,3,1,54,-1,3,2,-1,-1,-1,632,632,316,316,316,316,0,0,316,316,316,316,0
13015,50000,2,2,2,23,0,0,0,0,0,0,47598,40714,38124,19893,20314,18810,2559,1969,684,713,672,670,0
13016,20000,2,1,2,22,-1,-1,-1,-1,-1,-1,2654,0,8369,433,1669,7800,0,8369,433,1669,7800,9817,0
